userWallet,total_deposits_usd,total_borrows_usd,repayment_ratio,liquidation_count,avg_transaction_size_usd,activity_days,token_diversity,transaction_count,credit_score
0x05682a10a7ff570e61ffc585042f3730f726c456,3.0563192079195383e-06,1.3998875996111523e-20,0.0,1.0,2.167195421473969e-05,0.29411764705882354,0.4444444444444444,0.0006309148264984228,355
0x05683c2ca8cda1688438c5c75568ee0e2f6e750d,0.004914556842589253,0.0,0.3,1.0,0.00903344032863504,0.4117647058823529,0.5555555555555556,0.0014721345951629863,412
0x0568c540bc2382dffe1527046a2857c111840fd2,1.458697341420815e-07,0.0,0.3,1.0,4.289010947936962e-07,0.013071895424836602,0.1111111111111111,0.0002103049421661409,366
0x0569edc117504fa0a7fb925d63fc0f5d2de5fca2,0.0,0.0,0.3,1.0,4.724860468719835e-05,0.026143790849673203,0.2222222222222222,0.00028040658955485456,371
0x056a2909f81c63a6b18798c335a3f593402489c5,1.2103084875043082e-05,1.21993280928177e-06,1.0,1.0,3.916722719797144e-05,0.32679738562091504,0.5555555555555556,0.0015422362425516999,508
0x056a560537b780be6a4c35079cedb77822c58d82,0.00033475638387811595,2.0067533066930268e-05,1.9159677136371578e-10,1.0,5.4690905932340904e-05,0.6339869281045751,0.7777777777777778,0.007220469681037504,391
0x056ac604d80cf08a97d6d17a6d637e02a8103ef2,2.1806266352468166e-11,0.0,0.3,1.0,2.747871948002209e-12,0.1437908496732026,0.3333333333333333,0.004907115317209955,383
0x056aedee9d9817627996c2e76fb08b3e180b8184,8.767130694531428e-09,1.772875673093834e-07,1.0,1.0,2.2537246004549338e-06,0.5620915032679739,0.2222222222222222,0.0004206098843322818,513
0x056aeeaf2edcc549796287d271aad19fa44e6203,4.7704907009724186e-08,0.0,0.3,1.0,4.208005237791038e-07,0.006535947712418301,0.1111111111111111,7.010164738871364e-05,366
0x056b1e5ba8dbdc1ccb9f51c14551e7fe97f1e3a1,9.152945702610039e-20,0.0,0.3,1.0,4.03686390688792e-19,0.0457516339869281,0.1111111111111111,0.00014020329477742728,368
0x056c440156eae478b7532a79788a69ddcea63a19,8.300679273502812e-09,0.0,0.3,1.0,7.321951566324894e-08,0.006535947712418301,0.1111111111111111,7.010164738871364e-05,366
0x056d7935d510c740785624591be14745aec5e704,7.347131265599485e-09,0.0,0.3,1.0,6.48083578531635e-08,0.006535947712418301,0.1111111111111111,7.010164738871364e-05,366
0x056daa8c2878e9172dcf2d7054b075acce22d515,2.5361555774631426e-08,1.4172107744481973e-09,0.0,1.0,1.230415515410887e-07,0.006535947712418301,0.1111111111111111,0.00014020329477742728,325
0x056e5648032e696461424fefbefd5660acc56d9b,0.0,1.4293645661320253e-05,1.0,1.0,0.0003951825738459154,0.006535947712418301,0.2222222222222222,0.00028040658955485456,471
0x056eef32237b76e52da3b4268b0a77bd1c37404a,3.0163310405067825e-06,6.452815771947144e-07,0.4689684787110727,1.0,8.313939174087656e-06,0.3464052287581699,0.2222222222222222,0.0003505082369435682,418
0x056ef71e202603e3aad84d42aed3632e995eac70,7.531232484174475e-10,1.2163218529246148e-10,0.0,1.0,4.281619173272324e-09,0.006535947712418301,0.1111111111111111,0.00014020329477742728,325
0x056f38256f23c1e0bf991b9eeefdfdf3eb64a6ce,3.2556323229071534e-09,0.0,0.3,1.0,2.871762828155718e-08,0.006535947712418301,0.1111111111111111,7.010164738871364e-05,366
0x05702d661c46a12e318cd412e2f164b3c35450f4,1.031406246772498e-08,0.0,0.3,1.0,9.097938054515791e-08,0.006535947712418301,0.1111111111111111,7.010164738871364e-05,366
0x05717e961ce740ee2692a15a0f58f34825e8bb1f,4.066780015584356e-06,0.0,0.3,1.0,3.587268622708889e-05,0.006535947712418301,0.1111111111111111,7.010164738871364e-05,366
0x0571b1369eef3221ea6769d93d48bf49d821ab86,4.835926301759262e-08,0.0,0.3,1.0,4.265725369347507e-07,0.006535947712418301,0.1111111111111111,7.010164738871364e-05,366
0x0571c2fc7b5024f1efbf51f529e45625e63b2ccf,5.072311154926285e-11,1.84988480648035e-12,0.0,1.0,2.3831246652811764e-10,0.006535947712418301,0.2222222222222222,0.00014020329477742728,329
0x0572826741f58b2ffabc6fe2b196ea77993442d8,6.778587513244163e-14,5.147880728105994e-05,2.357789107247886e-10,1.0,7.387380273241234e-05,0.1437908496732026,0.3333333333333333,0.0007711181212758499,341
0x0572bb5ba631fad81c3d911cdffdabdbeee2735b,5.049339279335389e-08,0.0,0.3,1.0,1.4846583204041054e-07,0.0392156862745098,0.2222222222222222,0.0002103049421661409,372
0x057313f0809f338763ddfc005e43ca7d9fac0a10,8.771863762057006e-07,2.0421851486619165e-05,1.0,1.0,0.0017918212491006564,0.006535947712418301,0.2222222222222222,0.00028040658955485456,471
0x05738aa4019e4bd797c4670fe66641ceaf88b2fa,8.679156879223445e-05,1.4050628379744913e-05,0.31408029200617216,1.0,5.5313828759102507e-05,0.6143790849673203,0.8888888888888888,0.0017525411847178409,439
0x0573c1458426e6c0baf682596a88b1ecfd1e5b24,4.6055148175876795e-08,0.0,0.3,1.0,4.062481553770299e-07,0.006535947712418301,0.1111111111111111,7.010164738871364e-05,366
0x05747b9294fdb5d9e4fb24250807142c82311c32,7.09152432449425e-08,0.0,0.3,1.0,6.255367292784267e-07,0.006535947712418301,0.1111111111111111,7.010164738871364e-05,366
0x0574d93609ad75fa73eea91576a274873d8c3079,0.0,0.0,0.3,1.0,0.0036674460883767144,0.006535947712418301,0.1111111111111111,0.00014020329477742728,366
0x057536f8e7ae97f17aa5fd21bd7942a7fe152241,0.0,0.0,0.3,1.0,0.0006165551142204552,0.477124183006536,0.6666666666666666,0.0014721345951629863,419
0x0575d52465bf30e9c0bfc3fd7256e4743a2f11fd,0.0009257319393426285,0.001750169177388309,0.04433563951779709,1.0,0.0008535856747073192,0.5424836601307189,0.7777777777777778,0.007991587802313354,391
0x057639a8a802d8f5ce025dd6dc149ba1d17d234f,3.6861907981839923e-06,6.365463434980941e-07,0.9996403127922457,1.0,1.514414063680638e-05,0.10457516339869281,0.7777777777777778,0.0007711181212758499,499
0x05773554ce76136914c2623ff5a6cbf9060c9d4d,8.166576780779222e-07,0.0,0.3,1.0,3.6018305057524448e-06,0.013071895424836602,0.1111111111111111,0.00014020329477742728,366
0x0577ba0a9145afa894becc8f2387711fd48a6e04,0.0005120018984032421,4.8129511131105166e-05,0.9999403656102338,1.0,0.00019557146694728207,0.5294117647058824,0.5555555555555556,0.0025937609533824043,523
0x0577d10320eaecd294b5d92ea3c4f09fddcf9943,4.6256136870005226e-08,0.0,0.3,1.0,4.080210578531983e-07,0.006535947712418301,0.1111111111111111,7.010164738871364e-05,366
0x05783f328f8d64bc7f230911a6605165a2300360,0.0,0.0,0.3,1.0,4.105013537028715e-05,0.006535947712418301,0.1111111111111111,0.00014020329477742728,366
0x057880e32656dee0cacd1188cc231e13a80dac65,5.797058290586923e-07,0.0,0.3,1.0,5.113530909010522e-06,0.006535947712418301,0.1111111111111111,7.010164738871364e-05,366
0x057abc564ba0e32611387cc3964d2c465c2018db,0.0,0.0,0.3,1.0,1.998711236229276e-05,0.2875816993464052,0.2222222222222222,0.00014020329477742728,389
0x057bcaf22fe3994333bea7d27009ff27b95fb12f,9.741150365081476e-05,1.8647135947487302e-17,0.0,1.0,8.592577646159417e-05,0.8823529411764706,0.4444444444444444,0.0007010164738871364,397
0x057c1c29f1e071c8a4f92baf4255e8b76e5f8eed,0.0,0.00014303027214257732,0.9988963230901546,1.0,0.0007291274368145117,0.5228758169934641,0.7777777777777778,0.00231335436382755,531
0x057cbdf52f285319235983ef77ad96dfc9ce9620,0.00016210857737798245,2.4936739672002504e-05,1.4303258106236246e-11,1.0,0.00043240374410555125,0.5490196078431373,0.5555555555555556,0.0037854889589905363,377
0x057d1a2b6ee1c3f1e478adb3059fd1541900e26f,3.906034799644758e-05,2.3461948778209217e-05,0.9926038110571531,1.0,0.0001652501674524988,0.006535947712418301,0.3333333333333333,0.0007711181212758499,474
0x057d7248fcf362236e61b505868be9678b609538,4.4813931406575095e-08,0.0,0.3,1.0,3.952994983229642e-07,0.006535947712418301,0.1111111111111111,7.010164738871364e-05,366
